Name,original address,TypeFull,old text,Phone,Start Time,Day,Address,status,street,borough,zip,cb,cwz,lat,lon,BBL,Additional Information,Type,Open Range
BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY INC,"2093 Fulton St, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 9:00 AM Sat(917) 889-4654,(917) 889-4654,9:00 AM,Sat,"2093 Fulton St, Brooklyn, New York, 11233",OK,2093 FULTON STREET,BROOKLYN,11233,316,BK3,40.67822,-73.909572,3015420053,,Food Pantry,Morning
MUNA SOCIAL SERVICES BAITUL ISLAM MASJID (FPH),2107 DAVIDSON AVENUE,Food Pantry,ClosedOpens 2:00 PM Thu(212) 920-6202,(212) 920-6202,2:00 PM,Thu,2107 DAVIDSON AVENUE,OK,2107 DAVIDSON AVENUE,BRONX,10453,205,BX1,40.855331,-73.907156,2031940041,,Food Pantry,Afternoon
THE CRW COMMUNITY FOOD PANTRY (87046),"25 Avenue D, New York, NY, 10009, USA",Food Pantry,ClosedOpens 4:00 PM Tue(646) 395-4414,(646) 395-4414,4:00 PM,Tue,"25 Avenue D, New York, NY, 10009, USA",OK,25 AVENUE D,MANHATTAN,10009,103,MN2,40.720797,-73.978153,1003730038,,Food Pantry,Afternoon
LILLIAN WALD FOOD PANTRY,"12 Avenue D, New York, New York, 10009",Food Pantry - Kosher,ClosedOpens 10:00 AM Tue(212) 260-2731,(212) 260-2731,10:00 AM,Tue,"12 Avenue D, New York, New York, 10009",OK,12 AVENUE D,MANHATTAN,10009,103,MN2,40.720462,-73.978369,1003560001,Kosher,Food Pantry,Morning
ICL AND CHN FOOD PANTRY,"2581 Atlantic Ave, Brooklyn, NY, 11207, USA",Food Pantry,ClosedOpens 10:00 AM Wed(718) 495-6700,(718) 495-6700,10:00 AM,Wed,"2581 Atlantic Ave, Brooklyn, NY, 11207, USA",OK,2581 ATLANTIC AVENUE,BROOKLYN,11207,305,BK3,40.676155,-73.899041,3036670028,,Food Pantry,Morning
RAUSCHENBUSCH METRO MINISTRIES INC. ,"410 W 40th St, New York, New York, 10018",Food Pantry,ClosedOpens 9:00 AM Sat(212) 594-4464,(212) 594-4464,9:00 AM,Sat,"410 W 40th St, New York, New York, 10018",OK,410 WEST   40 STREET,MANHATTAN,10018,104,MN5,40.7574,-73.994192,1007370043,,Food Pantry,Morning
ST. TERESA OF AVILA COMMUNITY SERVICES,"109-24 130th St, South Ozone Park, NY, 11420, USA",Food Pantry,ClosedOpens 9:00 AM Mon(718) 529-3587,(718) 529-3587,9:00 AM,Mon,"109-24 130th St, South Ozone Park, NY, 11420, USA",OK,109-24 130 STREET,QUEENS,11420,410,QN4,40.684543,-73.813233,4116090009,,Food Pantry,Morning
MUNA SOCIAL SERVICES MASJID AR-RAYYAN (FPH),"196-43 Foothill Ave, Hollis, NY, 11423, USA",Food Pantry,ClosedOpens 2:00 PM Wed(212) 920-6202,(212) 920-6202,2:00 PM,Wed,"196-43 Foothill Ave, Hollis, NY, 11423, USA",OK,196-43 FOOTHILL AVENUE,QUEENS,11423,408,QN3,40.71823,-73.766966,4105090221,,Food Pantry,Afternoon
BROOKLYN RESCUE MISSION URBAN HARVEST CENTER INC (FP),"426 Decatur St, Brooklyn, NY, 11233, USA",Food Pantry,ClosedOpens 10:00 AM Tue(917) 426-3001,(917) 426-3001,10:00 AM,Tue,"426 Decatur St, Brooklyn, NY, 11233, USA",OK,426 DECATUR STREET,BROOKLYN,11233,303,BK1,40.682357,-73.925453,3016830002,,Food Pantry,Morning
ST. JOHN'S BREAD OF LIFE (FP),"213 W 30th St, New York, New York, 10001",Food Pantry,ClosedOpens 11:00 AM Wed(212) 564-9070,(212) 564-9070,11:00 AM,Wed,"213 W 30th St, New York, New York, 10001",OK,213 WEST   30 STREET,MANHATTAN,10001,105,MN3,40.74876,-73.993125,1007800026,,Food Pantry,Noon
MUNA SOCIAL SERVICE SOUTH JAMAICA (FPH),"164-38 108th Ave, Jamaica, NY, 11453, USA",Food Pantry,ClosedOpens 4:00 PM Wed(212) 920-6202,(212) 920-6202,4:00 PM,Wed,"164-38 108th Ave, Jamaica, NY, 11453, USA",OK,164-38 108 AVENUE,QUEENS,11433,412,QN4,40.69741,-73.789233,4101730033,,Food Pantry,Afternoon
NEIGHBORS TOGETHER (SK),"2094 Fulton St, Brooklyn, New York, 11233",Soup Kitchen,OpenCloses 2:00 PM(718) 498-7256,(718) 498-7256,2:00 PM,No Info,"2094 Fulton St, Brooklyn, New York, 11233",OK,2094 FULTON STREET,BROOKLYN,11233,316,BK3,40.678446,-73.914046,3015500031,,Soup Kitchen,Afternoon
CORNERSTONE SEVENTH DAY ADVENTIST CHURCH,"138 Pennsylvania Ave, Brooklyn, NY, 11207, USA",Food PantrySoup Kitchen,ClosedOpens 11:30 AM Sun(917) 915-6769,(917) 915-6769,11:30 AM,Sun,"138 Pennsylvania Ave, Brooklyn, NY, 11207, USA",OK,138 PENNSYLVANIA AVENUE,BROOKLYN,11207,305,BK3,40.674586,-73.89657,3036860034,,Food Pantry,Noon
OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC,"474 Shepherd Ave, Brooklyn, New York, 11208",Food Pantry,ClosedOpens 1:00 PM Sat(347) 822-0714,(347) 822-0714,1:00 PM,Sat,"474 Shepherd Ave, Brooklyn, New York, 11208",OK,474 SHEPHERD AVENUE,BROOKLYN,11208,305,BK3,40.672665,-73.880452,3040360022,,Food Pantry,Afternoon
COMMUNITY CHURCH OF CHRIST FOOD PANTRY,"167-04 108th Ave, Jamaica, NY, 11433, USA",Food Pantry,ClosedOpens 1:00 PM Wed(718) 523-2612,(718) 523-2612,1:00 PM,Wed,"167-04 108th Ave, Jamaica, NY, 11433, USA",OK,167-04 108 AVENUE,QUEENS,11433,412,QN4,40.698058,-73.787687,4101760001,,Food Pantry,Afternoon
ARTISTS ATHLETES ACTIVISTS INCORPORATED,"110 Columbia St, New York, NY, 10002, USA",Food Pantry,ClosedOpens 12:30 PM Thu(347) 229-8399,(347) 229-8399,12:30 PM,Thu,"110 Columbia St, New York, NY, 10002, USA",OK,110 COLUMBIA STREET,MANHATTAN,10002,103,MN2,40.718116,-73.979687,1003230001,,Food Pantry,Noon
TRUE HOLY CHURCH OF GOD IN CHRIST JESUS,"2364 Atlantic Ave, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 10:00 AM Sat(718) 385-0248,(718) 385-0248,10:00 AM,Sat,"2364 Atlantic Ave, Brooklyn, New York, 11233",OK,2364 ATLANTIC AVENUE,BROOKLYN,11233,316,BK3,40.676107,-73.906702,3014360023,,Food Pantry,Morning
INTERNATIONAL PENTECOSTAL CHURCH (FP),"619 W 179th St, New York, New York, 10033",Food Pantry,ClosedOpens 12:00 PM Fri(212) 568-3531,(212) 568-3531,12:00 PM,Fri,"619 W 179th St, New York, New York, 10033",OK,619 WEST  179 STREET,MANHATTAN,10033,112,MN7,40.848266,-73.935308,1021620048,,Food Pantry,Noon
FRESH ANOINTING INTERNATIONAL CHARITIES (FAIC),"182-10 Liberty Ave, Jamaica, NY, 11433, USA",Food Pantry,OpenCloses 2:00 PM(917) 665-0240,(917) 665-0240,2:00 PM,No Info,"182-10 Liberty Ave, Jamaica, NY, 11433, USA",OK,182-10 LIBERTY AVENUE,QUEENS,11412,412,QN4,40.705489,-73.776526,4103430040,,Food Pantry,Afternoon
NAZARETH HOUSING INC,"206 E 4th St, New York, NY, 10009, USA",Food Pantry,ClosedOpens 8:30 AM Tue(212) 477-7017,(212) 477-7017,8:30 AM,Tue,"206 E 4th St, New York, NY, 10009, USA",OK,206 EAST    4 STREET,MANHATTAN,10009,103,MN2,40.7239,-73.984003,1003990011,,Food Pantry,Morning
"POWER PRAISE AND DELIVERANCE, INC","120 E 184th St, Bronx, New York, 10468",Food Pantry,ClosedOpens 12:00 PM Fri(347) 409-0288,(347) 409-0288,12:00 PM,Fri,"120 E 184th St, Bronx, New York, 10468",OK,120 EAST  184 STREET,BRONX,10468,205,BX1,40.859752,-73.900161,2031720046,,Food Pantry,Noon
DEWITT REFORMED CHURCH,"280 Rivington St, New York, New York, 10002",Food Pantry,ClosedOpens 10:00 AM Sat(212) 674-3341,(212) 674-3341,10:00 AM,Sat,"280 Rivington St, New York, New York, 10002",OK,280 RIVINGTON STREET,MANHATTAN,10002,103,MN2,40.717468,-73.979726,1003230073,,Food Pantry,Morning
"SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC","1048 Sutter Ave, Brooklyn, New York, 11208",Food Pantry,ClosedOpens 8:00 AM Sat(718) 235-8922,(718) 235-8922,8:00 AM,Sat,"1048 Sutter Ave, Brooklyn, New York, 11208",OK,1048 SUTTER AVENUE,BROOKLYN,11208,305,BK3,40.671608,-73.880036,3040530020,,Food Pantry,Morning
BLANCHE MEMORIAL CHURCH,"109-74 Sutphin Blvd, Jamaica, New York, 11435",Food Pantry,ClosedOpens 9:00 AM Tue(718) 658-2458,(718) 658-2458,9:00 AM,Tue,"109-74 Sutphin Blvd, Jamaica, New York, 11435",OK,109-74 SUTPHIN BOULEVARD,QUEENS,11435,412,QN4,40.690502,-73.797242,4119500396,,Food Pantry,Morning
MUNA SOCIAL SERVICE AN-NAMIRAH (FPH),"2135 Pitkin Ave, Brooklyn, NY, 11207, USA",Food Pantry,ClosedOpens 2:00 PM Mon(212) 920-6202,(212) 920-6202,2:00 PM,Mon,"2135 Pitkin Ave, Brooklyn, NY, 11207, USA",OK,2135 PITKIN AVENUE,BROOKLYN,11207,305,BK3,40.672236,-73.893603,3037230035,,Food Pantry,Afternoon
MCCNY CHARITIES (FP),"446 W 36th St, New York, New York, 10018",Food Pantry,ClosedOpens 9:00 AM undefined(322) 400-7488,(322) 400-7488,9:00 AM,No Info,"446 W 36th St, New York, New York, 10018",OK,446 WEST   36 STREET,MANHATTAN,10018,104,MN5,40.755509,-73.997387,1007330062,,Food Pantry,Morning
HOLLIS COMMUNITY CHRISTIAN CENTER,"191-22 Jamaica Ave, Hollis, New York, 11423",Food Pantry,ClosedOpens 10:00 AM Sat(347) 626-7996,(347) 626-7996,10:00 AM,Sat,"191-22 Jamaica Ave, Hollis, New York, 11423",OK,191-22 JAMAICA AVENUE,QUEENS,11423,412,QN4,40.712601,-73.768469,4108200040,,Food Pantry,Morning
BERACA SEVENTH DAY ADVENTIST CHURCH,"91-19 191st St, Hollis, New York, 11423",Food Pantry,ClosedOpens 9:30 AM Wed(718) 740-1916,(718) 740-1916,9:30 AM,Wed,"91-19 191st St, Hollis, New York, 11423",OK,91-19 191 STREET,QUEENS,11423,412,QN4,40.712209,-73.768459,4108200023,,Food Pantry,Morning
CITY OF REFUGE FP,"1115 Blake Ave, Brooklyn, NY, 11208, USA",Food Pantry,ClosedOpens 9:30 AM Wed(929) 289-2267,(929) 289-2267,9:30 AM,Wed,"1115 Blake Ave, Brooklyn, NY, 11208, USA",OK,1115 BLAKE AVENUE,BROOKLYN,11208,305,BK3,40.670518,-73.876678,3040560053,,Food Pantry,Morning
OUR LADY OF SORROWS,"213 Stanton St, New York, New York, 10002",Food Pantry,ClosedOpens 8:00 AM Tue(646) 886-9854,(646) 886-9854,8:00 AM,Tue,"213 Stanton St, New York, New York, 10002",OK,213 STANTON STREET,MANHATTAN,10002,103,MN2,40.719574,-73.982338,1003440056,,Food Pantry,Morning
EAST NEW YORK SEVENTH DAY ADVENTIST CHURCH,"511 Elton St, Brooklyn, New York, 11208",Food Pantry,OpenCloses 2:00 PM(718) 647-0764,(718) 647-0764,2:00 PM,No Info,"511 Elton St, Brooklyn, New York, 11208",OK,511 ELTON STREET,BROOKLYN,11208,305,BK3,40.670436,-73.882543,3040500005,,Food Pantry,Afternoon
CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY (FP),"665 W 182nd St, New York, New York, 10033",Food Pantry,ClosedOpens 10:00 AM undefined(212) 862-6401,(212) 862-6401,10:00 AM,No Info,"665 W 182nd St, New York, New York, 10033",OK,665 WEST  182 STREET,MANHATTAN,10033,112,MN7,40.850566,-73.934883,1021640016,,Food Pantry,Morning
ST. PHILIP'S EPISCOPAL/ST. BENEDICT'S PANTRY,"265 Decatur St, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 11:00 AM Wed(718) 778-8700,(718) 778-8700,11:00 AM,Wed,"265 Decatur St, Brooklyn, New York, 11233",OK,265 DECATUR STREET,BROOKLYN,11233,303,BK1,40.681486,-73.933169,3016750019,,Food Pantry,Noon
THE SALVATION ARMY BEDFORD TEMPLE CORPS,"601 Lafayette Ave, Brooklyn, New York, 11216",Food Pantry,ClosedOpens 10:00 AM Wed(718) 721-9046,(718) 721-9046,10:00 AM,Wed,"601 Lafayette Ave, Brooklyn, New York, 11216",OK,601 LAFAYETTE AVENUE,BROOKLYN,11216,303,BK1,40.68999,-73.95044,3017840011,,Food Pantry,Morning
"UNIVERSITY COMMUNITY SOCIAL SERVICES, INC","137 E 2nd St, New York, New York, 10009",Soup Kitchen,ClosedOpens 9:00 AM Sat(347) 850-2230,(347) 850-2230,9:00 AM,Sat,"137 E 2nd St, New York, New York, 10009",OK,137 EAST    2 STREET,MANHATTAN,10009,103,MN2,40.723247,-73.986359,1004290029,,Soup Kitchen,Morning
"CRESTON AVENUE BAPTIST CHURCH, INC","114 E 188th St, Bronx, New York, 10468",Food PantrySoup Kitchen,ClosedOpens 12:00 PM Fri(718) 367-1754,(718) 367-1754,12:00 PM,Fri,"114 E 188th St, Bronx, New York, 10468",OK,114 EAST  188 STREET,BRONX,10468,205,BX1,40.861963,-73.89912,2031730036,,Food Pantry,Noon
BETHEL GOSPEL TABERNACLE CHURCH,"110-25 Guy R Brewer Blvd, Jamaica, New York, 11433",Food PantrySoup Kitchen,ClosedOpens 12:00 PM Fri(718) 291-2676,(718) 291-2676,12:00 PM,Fri,"110-25 Guy R Brewer Blvd, Jamaica, New York, 11433",OK,110-25 GUY R BREWER BOULEVARD,QUEENS,11433,412,QN4,40.692828,-73.788504,4101900025,,Food Pantry,Noon
GLOVER MEMORIAL BREAD OF LIFE FOOD PANTRY (FP),"2134 Dean St, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 12:00 PM Wed(929) 453-9611,(929) 453-9611,12:00 PM,Wed,"2134 Dean St, Brooklyn, New York, 11233",OK,2134 DEAN STREET,BROOKLYN,11233,316,BK3,40.675074,-73.917,3014460036,,Food Pantry,Noon
BETHANY BAPTIST CHURCH OF JAMAICA,"157-11 111th Ave, Jamaica, New York, 11433",Food Pantry,ClosedOpens 11:00 AM Tue(718) 659-6099,(718) 659-6099,11:00 AM,Tue,"157-11 111th Ave, Jamaica, New York, 11433",OK,157-11 111 AVENUE,QUEENS,11433,412,QN4,40.690081,-73.791892,4121610042,,Food Pantry,Noon
HOLY APOSTLES SOUP KITCHEN PANTRY,"296 9th Ave, New York, New York, 10001",Food PantrySoup Kitchen,OpenCloses 12:30 PM(646) 998-6105,(646) 998-6105,12:30 PM,No Info,"296 9th Ave, New York, New York, 10001",OK,296 9 AVENUE,MANHATTAN,10001,104,MN5,40.749416,-73.999188,1007510076,,Food Pantry,Noon
LEVITICUS CHURCH (FP),"114-12 Van Wyck Expy, South Ozone Park, New York, 11420",Food Pantry,ClosedOpens 12:00 PM Sat(718) 322-1095,(718) 322-1095,12:00 PM,Sat,"114-12 Van Wyck Expy, South Ozone Park, New York, 11420",OK,114-12 VAN WYCK EXPRESSWAY,QUEENS,11420,410,QN4,40.682387,-73.806024,4116610011,,Food Pantry,Noon
ST. GEORGE'S EPISCOPAL CHURCH FOOD PANTRY,"800 Marcy Ave, Brooklyn, New York, 11216",Food PantrySoup Kitchen,ClosedOpens 12:30 PM Thu(718) 789-6036,(718) 789-6036,12:30 PM,Thu,"800 Marcy Ave, Brooklyn, New York, 11216",OK,800 MARCY AVENUE,BROOKLYN,11216,303,BK1,40.68634,-73.947421,3018130041,,Food Pantry,Noon
CHURCH OF ST. NICHOLAS OF TOLENTINE,"2345 University Ave, Bronx, New York, 10468",Food Pantry,ClosedOpens 9:00 AM Tue(718) 295-6800,(718) 295-6800,9:00 AM,Tue,"2345 University Ave, Bronx, New York, 10468",OK,2345 UNIVERSITY AVENUE,BRONX,10468,207,BX1,40.861503,-73.906077,2032180035,,Food Pantry,Morning
NEWMAN MEMORIAL UNITED METHODIST CHURCH COMMUNITY DEVELOPMENT CORPORATION,"257 Macon St, Brooklyn, New York, 11216",Food Pantry,ClosedOpens 10:00 AM Sat(718) 622-7955,(718) 622-7955,10:00 AM,Sat,"257 Macon St, Brooklyn, New York, 11216",OK,257 MACON STREET,BROOKLYN,11216,303,BK1,40.682036,-73.941415,3018460047,,Food Pantry,Morning
"ASCENSION OUTREACH, INC","12 W 11th St, New York, NY, 10011, USA",Food Pantry,ClosedOpens 8:30 AM Sat(347) 254-8620,(347) 254-8620,8:30 AM,Sat,"12 W 11th St, New York, NY, 10011, USA",OK,12 WEST   11 STREET,MANHATTAN,10011,102,MN1B,40.734328,-73.995775,1005740038,,Food Pantry,Morning
JEWISH COMMUNITY COUNCIL OF WASHINGTON HGTS,"121 Bennett Ave, New York, NY, 10033, USA",Food Pantry - Kosher,ClosedOpens 10:00 AM Wed(212) 568-5450,(212) 568-5450,10:00 AM,Wed,"121 Bennett Ave, New York, NY, 10033, USA",OK,121 BENNETT AVENUE,MANHATTAN,10033,112,MN7,40.853856,-73.934937,1021800150,Kosher,Food Pantry,Morning
ALLEN OUTREACH MINISTRY FEEDING PROGRAM (80866),"110-31 Merrick Blvd, Jamaica, New York, 11433",Food Pantry,OpenCloses 1:00 PM(718) 526-3510,(718) 526-3510,1:00 PM,No Info,"110-31 Merrick Blvd, Jamaica, New York, 11433",OK,110-31 MERRICK BOULEVARD,QUEENS,11433,412,QN4,40.695127,-73.782002,4102700047,,Food Pantry,Afternoon
ST. JAMES PLACE (FP),"2500 Jerome Ave, Bronx, NY, 10468, USA",Food Pantry,ClosedOpens 9:30 AM Sat(718) 367-0655,(718) 367-0655,9:30 AM,Sat,"2500 Jerome Ave, Bronx, NY, 10468, USA",OK,2500 JEROME AVENUE,BRONX,10468,207,BX1,40.864053,-73.900054,2031900001,,Food Pantry,Morning
PART OF THE SOLUTION,"2759 Webster Ave, Bronx, New York, 10458",Food PantrySoup Kitchen,ClosedOpens 12:30 PM Thu(718) 220-4892,(718) 220-4892,12:30 PM,Thu,"2759 Webster Ave, Bronx, New York, 10458",OK,2759 WEBSTER AVENUE,BRONX,10458,207,BX1,40.865649,-73.886421,2032780084,,Food Pantry,Noon
"GOD'S DELIVERANCE TEMPLE, INC","438 Ralph Ave, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 11:00 AM Tue(347) 234-3828,(347) 234-3828,11:00 AM,Tue,"438 Ralph Ave, Brooklyn, New York, 11233",OK,438 RALPH AVENUE,BROOKLYN,11233,308,BK3,40.674183,-73.922095,3013570051,,Food Pantry,Noon
MANHATTAN DOWNTOWN MULTI-CULTURAL FOOD PANTY,"160 Allen St, New York, NY, 10002, USA",Food Pantry,ClosedOpens 8:30 AM undefined(347) 248-9726,(347) 248-9726,8:30 AM,No Info,"160 Allen St, New York, NY, 10002, USA",OK,160 ALLEN STREET,MANHATTAN,10002,103,MN2,40.720963,-73.989462,1004160063,,Food Pantry,Morning
THE SALVATION ARMY NEW YORK TEMPLE CORPS ,"120 W 14th St, New York, NY, 10011, USA",Food Pantry,ClosedOpens 9:30 AM Fri(212) 337-7467,(212) 337-7467,9:30 AM,Fri,"120 W 14th St, New York, NY, 10011, USA",OK,120 WEST   14 STREET,MANHATTAN,10011,102,MN1B,40.737704,-73.997676,1006090023,,Food Pantry,Morning
THE SALVATION ARMY NEW YORK TEMPLE,"120 WEST 14TH STREET, NEW",Soup Kitchen,OpenCloses 1:00 PM(212) 337-7469,(212) 337-7469,1:00 PM,No Info,"120 W 14th St, New York, NY 10011",OK,120 WEST   14 STREET,MANHATTAN,10011,102,MN1B,40.737704,-73.997676,1006090023,,Soup Kitchen,Afternoon
"MYLAH'S ORGANIZATION, INC (FP)","509 Van Siclen Ave, Brooklyn, NY, 11207, USA",Food Pantry,ClosedOpens 9:00 AM Tue,,9:00 AM,Tue,"509 Van Siclen Ave, Brooklyn, NY, 11207, USA",OK,509 VAN SICLEN AVENUE,BROOKLYN,11207,305,BK3,40.667354,-73.88894,3040580041,,Food Pantry,Morning
V.E.T.S. INC,"111-16 173rd St, Jamaica, New York, 11433",Food Pantry,ClosedOpens 10:00 AM Fri(718) 206-2376,(718) 206-2376,10:00 AM,Fri,"111-16 173rd St, Jamaica, New York, 11433",OK,111-16 173 STREET,QUEENS,11433,412,QN4,40.694847,-73.779251,4102820125,,Food Pantry,Morning
SILOAM PRESBYTERIAN CHURCH FOOD PANTRY,"260 Jefferson Ave, Brooklyn, NY, 11216, USA",Food Pantry,ClosedOpens 10:00 AM Wed(718) 789-7050,(718) 789-7050,10:00 AM,Wed,"260 Jefferson Ave, Brooklyn, NY, 11216, USA",OK,260 JEFFERSON AVENUE,BROOKLYN,11216,303,BK1,40.683552,-73.94764,3018330038,,Food Pantry,Morning
ST. PETER'S FOOD PANTRY,"346 W 20th St, New York, New York, 10011",Food Pantry,ClosedOpens 10:30 AM Sat(212) 929-2390,(212) 929-2390,10:30 AM,Sat,"346 W 20th St, New York, New York, 10011",OK,346 WEST   20 STREET,MANHATTAN,10011,104,MN5,40.74399,-74.001213,1007430072,,Food Pantry,Morning
UA3 COMMUNITY FIRST FOOD PANTRY,"384 Grand St, New York, NY, 10002, USA",Food Pantry,OpenCloses 2:00 PM,,2:00 PM,No Info,"384 Grand St, New York, NY, 10002, USA",OK,384 GRAND STREET,MANHATTAN,10002,103,MN2,40.716292,-73.987822,1003460095,,Food Pantry,Afternoon
EAST NEW YORK WESLEYAN CHURCH/NEW HOPE FAMILY WORSHIP CENTER,"817 Livonia Ave, Brooklyn, New York, 11207",Food Pantry,ClosedOpens 11:00 AM Sat(718) 342-1305,(718) 342-1305,11:00 AM,Sat,"817 Livonia Ave, Brooklyn, New York, 11207",OK,817 LIVONIA AVENUE,BROOKLYN,11207,305,BK3,40.665881,-73.886559,3040760001,,Food Pantry,Noon
VISION URBANA,"64 Essex St, New York, NY, 10002, USA",Food Pantry,ClosedOpens 10:00 AM Tue(646) 626-9748,(646) 626-9748,10:00 AM,Tue,"64 Essex St, New York, NY, 10002, USA",OK,64 ESSEX STREET,MANHATTAN,10002,103,MN2,40.717165,-73.988907,1003510001,,Food Pantry,Morning
NEW YORK CITY LOVE KITCHEN INC,"3816 9th Ave, New York, New York, 10034",Food PantrySoup Kitchen,ClosedOpens 2:00 PM Thu(212) 942-4204,(212) 942-4204,2:00 PM,Thu,"3816 9th Ave, New York, New York, 10034",OK,3816 9 AVENUE,MANHATTAN,10034,112,MN7,40.861869,-73.918411,1022010021,,Food Pantry,Afternoon
THE RED DOOR PLACE,"201 W 13rd St, New York, New York, 10011",Food PantrySoup Kitchen,ClosedOpens 12:00 PM Sat(212) 243-5470,(212) 243-5470,12:00 PM,Sat,"201 W 13rd St, New York, New York, 10011",OK,201 WEST   13 STREET,MANHATTAN,10011,102,MN1B,40.738001,-74.000476,1006180040,,Food Pantry,Noon
FEEDING THE VULNERABLE-FORT GREENE,"141 Flushing Ave, Brooklyn, New York, 11205",Food Pantry,ClosedOpens 9:00 AM Sat(419) 619-3292,(419) 619-3292,9:00 AM,Sat,"141 Flushing Ave, Brooklyn, New York, 11205",OK,141 FLUSHING AVENUE,BROOKLYN,11205,302,BK2,40.697858,-73.970987,3020230001,,Food Pantry,Morning
"IN THE BEGINNING OUTREACH, INC","189-13 Liberty Ave, St Albans, NY, 11412, USA",Food Pantry,ClosedOpens 12:30 PM Wed(516) 303-5202,(516) 303-5202,12:30 PM,Wed,"189-13 Liberty Ave, St Albans, NY, 11412, USA",OK,189-13 LIBERTY PARK,QUEENS,11433,412,QN4,40.702979,-73.784505,4102310001,,Food Pantry,Noon
GOSPEL ASSEMBLY - QUEENS,"109-14 Farmers Blvd, Saint Albans, New York, 11412",Food Pantry,ClosedOpens 10:00 AM Fri(718) 454-0192,(718) 454-0192,10:00 AM,Fri,"109-14 Farmers Blvd, Saint Albans, New York, 11412",OK,109-14 FARMERS BOULEVARD,QUEENS,11412,412,QN4,40.703842,-73.766768,4103790056,,Food Pantry,Morning
CITY HARVEST MOBILE MARKET - DYCKMAN HOUSES,"177 Nagle Ave, New York, New York, 10034",Food Pantry - Mobile,ClosedOpens 9:30 AM Sat(646) 412-0740,(646) 412-0740,9:30 AM,Sat,"177 Nagle Ave, New York, New York, 10034",OK,177 NAGLE AVENUE,MANHATTAN,10034,112,MN7,40.861686,-73.92446,1022160001,Mobile,Food Pantry,Morning
CHURCH OF PRAISE AND WORSHIP GOD IN CHRIST,"526 Ralph Ave, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 10:00 AM Sat(347) 462-5679,(347) 462-5679,10:00 AM,Sat,"526 Ralph Ave, Brooklyn, New York, 11233",OK,526 RALPH AVENUE,BROOKLYN,11233,308,BK3,40.671403,-73.922358,3013750046,,Food Pantry,Morning
BEULAH CHURCH OF GOD IN CHRIST JESUS,"956 Marcy Ave, Brooklyn, New York, 11216",Food Pantry,OpenCloses 1:00 PM(718) 636-8500,(718) 636-8500,1:00 PM,No Info,"956 Marcy Ave, Brooklyn, New York, 11216",OK,956 MARCY AVENUE,BROOKLYN,11216,303,BK1,40.680642,-73.946297,3018500032,,Food Pantry,Afternoon
CHILD DEVELOPMENT SUPPORT CORPORATION,"358 Classon Ave, Brooklyn, New York, 11238",Food Pantry,OpenCloses 3:00 PM(718) 398-2050,(718) 398-2050,3:00 PM,No Info,"358 Classon Ave, Brooklyn, New York, 11238",OK,358 CLASSON AVENUE,BROOKLYN,11238,302,BK2,40.688259,-73.959892,3019480035,,Food Pantry,Afternoon
CHRIST DISCIPLES INTERNATIONAL MINISTRIES (FP),"3021 Webster Ave, Bronx, New York, 10467",Food Pantry,ClosedOpens 9:30 AM Sat(917) 999-8295,(917) 999-8295,9:30 AM,Sat,"3021 Webster Ave, Bronx, New York, 10467",OK,3021 WEBSTER AVENUE,BRONX,10467,207,BX1,40.869665,-73.879523,2033310080,,Food Pantry,Morning
OPIN (OTHER PEOPLE IN NEED) (83913),"1768 St Johns Pl, Brooklyn, New York, 11233",Soup Kitchen,ClosedOpens 2:00 PM Fri(718) 421-0148,(718) 421-0148,2:00 PM,Fri,"1768 St Johns Pl, Brooklyn, New York, 11233",OK,1768 ST JOHNS PLACE,BROOKLYN,11233,316,BK3,40.669893,-73.918542,3014740019,,Soup Kitchen,Afternoon
CELESTIAL CHURCH OF CHRIST ILERI PARISH (FP),"138 Waverly Ave, Brooklyn, NY, 11205, USA",Food Pantry,ClosedOpens 12:00 PM Sat(718) 624-8758,(718) 624-8758,12:00 PM,Sat,"138 Waverly Ave, Brooklyn, NY, 11205, USA",OK,138 WAVERLY AVENUE,BROOKLYN,11205,302,BK2,40.693891,-73.967988,3018880007,,Food Pantry,Noon
MT. HEBRON CHURCH OF CHRIST,"167 Chester St, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 9:00 AM Sat(347) 454-4915,(347) 454-4915,9:00 AM,Sat,"167 Chester St, Brooklyn, New York, 11212",OK,167 CHESTER STREET,BROOKLYN,11212,316,BK3,40.667857,-73.911219,3035210009,,Food Pantry,Morning
BETTER COMMUNITY FOOD PANTRY (FP),"218 Buffalo Ave, Brooklyn, NY, 11213, USA",Food Pantry,ClosedOpens 9:00 AM Sat(347) 240-9352,(347) 240-9352,9:00 AM,Sat,"218 Buffalo Ave, Brooklyn, NY, 11213, USA",OK,218 BUFFALO AVENUE,BROOKLYN,11213,308,BK3,40.67172,-73.925288,3013740044,,Food Pantry,Morning
